Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,sharpRatio,Summary,Reference Prices,Category signal,Safety Band,Health Band,Investor Type,Current Stance,Portfolio Role,Risk Label,Investor Fit Score,Interpretation
MUBARAK/USDT,MATURE,0.01,Downward,-1,-2.75,20,42.28,Neutral,-4.18,High Risk,Caution,0,-7.3,D,Underweight,Conservative Allocation,-1.016715355,"WATCHLIST: Reference return -4.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,3.16,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
W/USDT,MATURE,0.01,Downward,-1,-2.67,20,38.43,Bearish,-3.84,High Risk,Caution,0,-7.6,D,Underweight,Conservative Allocation,-2.970782383,"WATCHLIST: Reference return -3.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,2.89,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TVK/USDT,MATURE,0.05,Upward,1,1.91,85,66.39,Bullish,5.05,High Risk,Caution,0,49.9,C+,Watchlist,Double Check,1.116762651,"WATCHLIST: Reference return 5.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.05) | Lower Warning: 0.05, Lower Danger: 0.05, Upper Warning: 0.06, Upper Danger: 0.06",WATCHLIST,Speculative,Strong,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Strong,44.13,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
TURBO/USDT,MATURE,0,Downward,-1,-1.49,45,45.9,Neutral,-3.87,High Risk,Caution,0,3.2,D,Underweight,Conservative Allocation,-1.208573645,"WATCHLIST: Reference return -3.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,13.58,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ENJ/USDT,MATURE,0.02,Downward,-1,-1.89,55,45.74,Neutral,-2.52,High Risk,Caution,0,3.1,D,Underweight,Conservative Allocation,-1.65878334,"WATCHLIST: Reference return -2.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,14.03,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
0G/USDT,MATURE,0.49,Downward,-1,0.18,50,43.36,Neutral,-2.41,High Risk,Caution,0,18.3,D,Underweight,Conservative Allocation,-1.732176062,"WATCHLIST: Reference return -2.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.49) | Lower Warning: 0.47, Lower Danger: 0.44, Upper Warning: 0.52, Upper Danger: 0.54",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.78,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
BB/USDT,MATURE,0.02,Downward,-1,0.2,50,38.29,Bearish,-3.54,High Risk,Caution,0,17.7,D,Underweight,Conservative Allocation,-2.388321628,"WATCHLIST: Reference return -3.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.03",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.14,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
1000CHEEMS/USDT,MATURE,0,Downward,-1,-1.09,35,41.39,Neutral,-2.4,High Risk,Caution,0,3.3,D,Underweight,Conservative Allocation,-0.842448574,"WATCHLIST: Reference return -2.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.65,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
BIGTIME/USDT,MATURE,0.01,Downward,-1,0.19,50,41.08,Neutral,-2.19,High Risk,Caution,0,18.1,D,Underweight,Conservative Allocation,-2.210250671,"WATCHLIST: Reference return -2.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.51,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
TUT/USDT,MATURE,0.01,Downward,-1,0.24,50,42.4,Neutral,-2.26,High Risk,Caution,0,18.7,D,Underweight,Conservative Allocation,-1.116581135,"WATCHLIST: Reference return -2.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.95,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
MIRA/USDT,MATURE,0.08,Downward,-1,0.18,50,42.44,Neutral,-2.05,High Risk,Caution,0,18.2,D,Underweight,Conservative Allocation,-3.422227424,"WATCHLIST: Reference return -2.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.08) | Lower Warning: 0.07, Lower Danger: 0.07, Upper Warning: 0.08, Upper Danger: 0.08",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.65,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
USDE/USDT,MATURE,1,Upward,1,-0.93,35,50.01,Neutral,0,Low Risk,Safe,99.4,25.7,D,Underweight,Conservative Allocation,-7.971015228,"WATCHLIST: Reference return 0.0%, Safety 99.4/100, Risk: Low Risk","Risk Reference Prices (Current: 1.00) | Lower Warning: 0.95, Lower Danger: 0.9, Upper Warning: 1.05, Upper Danger: 1.1",WATCHLIST,Safe,Acceptable,Conservative,Selective Exposure,Core Allocation,Low Risk | Safe | Acceptable,55.43,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
AXS/USDT,MATURE,1.1,Downward,-1,0.32,50,39.36,Bearish,-2.8,High Risk,Caution,7.7,20.6,D,Underweight,Conservative Allocation,-0.365118143,"WATCHLIST: Reference return -2.8%, Safety 7.7/100, Risk: High Risk","Risk Reference Prices (Current: 1.10) | Lower Warning: 1.05, Lower Danger: 0.99, Upper Warning: 1.16, Upper Danger: 1.21",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,26.11,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
OPEN/USDT,MATURE,0.17,Downward,-1,1.02,65,49.55,Neutral,-0.46,High Risk,Caution,0,29.8,D,Underweight,Conservative Allocation,-1.441305816,"WATCHLIST: Reference return -0.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.17) | Lower Warning: 0.16, Lower Danger: 0.15, Upper Warning: 0.18, Upper Danger: 0.19",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,31.19,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
TWT/USDT,MATURE,0.39,Downward,-1,-3.23,30,40.97,Neutral,-2.83,High Risk,Caution,0,-6.3,D,Underweight,Conservative Allocation,-1.099061869,"WATCHLIST: Reference return -2.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.39) | Lower Warning: 0.37, Lower Danger: 0.35, Upper Warning: 0.41, Upper Danger: 0.43",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,3.63,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
KNC/USDT,MATURE,0.13,Downward,-1,-1.9,55,45.08,Neutral,-1.64,High Risk,Caution,0,3,D,Underweight,Conservative Allocation,-1.897220077,"WATCHLIST: Reference return -1.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.13) | Lower Warning: 0.12, Lower Danger: 0.12, Upper Warning: 0.14, Upper Danger: 0.14",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,13.91,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
EOS/USDT,MATURE,0.78,Upward,1,-0.83,55,56.15,Neutral,1.85,High Risk,Caution,0,14.6,D,Underweight,Conservative Allocation,1.083029618,"WATCHLIST: Reference return 1.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.78) | Lower Warning: 0.74, Lower Danger: 0.7, Upper Warning: 0.82, Upper Danger: 0.86",WATCHLIST,Speculative,Weak,Speculative,High Risk Tactical Only,Tactical Satellite Position,High Risk | Speculative | Weak,21.17,"Suitable only for high-risk tactical or speculative positioning. Current profile is only suitable for tactical, high-risk participation."
BANK/USDT,MATURE,0.03,Downward,-1,-1.85,10,50.43,Neutral,-1.83,High Risk,Caution,0,-5,D,Underweight,Conservative Allocation,-0.378161555,"WATCHLIST: Reference return -1.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,5.42,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
LOKA/USDT,MATURE,0.12,Upward,1,2.35,75,56.55,Neutral,1.14,High Risk,Caution,0,41.9,C,Caution,Risk Mitigation,0.065062938,"ATTENTION: Reference return 1.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.12) | Lower Warning: 0.12, Lower Danger: 0.11, Upper Warning: 0.13, Upper Danger: 0.14",ATTENTION,Speculative,Strong,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Strong,40.35,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
FLOW/USDT,MATURE,0.03,Downward,-1,0.16,50,37.2,Bearish,-4.32,High Risk,Caution,0,17.2,D,Underweight,Conservative Allocation,-2.439990898,"WATCHLIST: Reference return -4.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,21.78,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
TST/USDT,MATURE,0.01,Downward,-1,0.17,50,41.56,Neutral,-2,High Risk,Caution,0,17.9,D,Underweight,Conservative Allocation,-1.67095357,"WATCHLIST: Reference return -2.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.45,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
EUL/USDT,MATURE,0.92,Downward,-1,0.98,65,43.34,Neutral,-2.36,High Risk,Caution,0,28.6,D,Underweight,Conservative Allocation,-2.681893135,"WATCHLIST: Reference return -2.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.92) | Lower Warning: 0.87, Lower Danger: 0.83, Upper Warning: 0.96, Upper Danger: 1.01",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,30.11,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
BEL/USDT,MATURE,0.1,Downward,-1,0.29,50,46.15,Neutral,-0.46,High Risk,Caution,0,19.8,D,Underweight,Conservative Allocation,-0.716354231,"WATCHLIST: Reference return -0.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.10) | Lower Warning: 0.09, Lower Danger: 0.09, Upper Warning: 0.1, Upper Danger: 0.11",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,23.78,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
BLZ/USDT,MATURE,0.06,Upward,1,-1.53,40,56.35,Neutral,-2.13,High Risk,Caution,0,3.6,D,Underweight,Conservative Allocation,-1.216511957,"WATCHLIST: Reference return -2.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.06) | Lower Warning: 0.06, Lower Danger: 0.05, Upper Warning: 0.06, Upper Danger: 0.06",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,13.89,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
HIFI/USDT,MATURE,0.13,Upward,1,4.73,100,50.54,Neutral,1.9,High Risk,Caution,0,50.4,C+,Watchlist,Double Check,0.640375929,"ATTENTION: Reference return 1.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.13) | Lower Warning: 0.12, Lower Danger: 0.11, Upper Warning: 0.13, Upper Danger: 0.14",ATTENTION,Speculative,Strong,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Strong,52,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
OG/USDT,MATURE,2.63,Downward,-1,0.22,50,39.08,Bearish,-1.98,High Risk,Caution,0,18.1,D,Underweight,Conservative Allocation,-1.442002257,"WATCHLIST: Reference return -2.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 2.63) | Lower Warning: 2.49, Lower Danger: 2.36, Upper Warning: 2.76, Upper Danger: 2.89",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.39,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
KLAY/USDT,MATURE,0.13,Downward,-1,0.26,50,45.75,Neutral,-0.8,Low Risk,Caution,28.4,25.1,D,Underweight,Conservative Allocation,-0.755061945,"WATCHLIST: Reference return -0.8%, Safety 28.4/100, Risk: Low Risk","Risk Reference Prices (Current: 0.13) | Lower Warning: 0.12, Lower Danger: 0.11, Upper Warning: 0.13, Upper Danger: 0.14",WATCHLIST,Caution,Acceptable,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Acceptable,35.2,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
HNT/USDT,MATURE,4.67,Downward,-1,-1.28,35,41.22,Neutral,-6.23,High Risk,Caution,0,1.9,D,Underweight,Conservative Allocation,-1.03334286,"WATCHLIST: Reference return -6.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 4.67) | Lower Warning: 4.44, Lower Danger: 4.2, Upper Warning: 4.9, Upper Danger: 5.14",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.74,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
CHR/USDT,MATURE,0.02,Downward,-1,1.68,75,33.68,Bearish,-4.94,High Risk,Caution,0,33.8,D,Underweight,Conservative Allocation,-2.300629985,"WATCHLIST: Reference return -4.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,33.96,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
BETH/USDT,MATURE,1556.27,Downward,-1,-2.23,20,56.44,Neutral,-1.13,Low Risk,Mediate,54.8,7.3,D,Underweight,Conservative Allocation,-0.410106173,"WATCHLIST: Reference return -1.1%, Safety 54.8/100, Risk: Low Risk","Risk Reference Prices (Current: 1556.27) | Lower Warning: 1478.46, Lower Danger: 1400.64, Upper Warning: 1634.08, Upper Danger: 1711.9",WATCHLIST,Defensive,Fragile,Moderately Conservative,Avoid / Too Fragile,Core Allocation,Low Risk | Defensive | Fragile,29.44,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile appears too fragile for normal allocation."
YB/USDT,MATURE,0.11,Downward,-1,0.25,70,38.16,Bearish,-4.24,High Risk,Caution,0,22.2,D,Underweight,Conservative Allocation,-1.844561344,"WATCHLIST: Reference return -4.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.11) | Lower Warning: 0.11, Lower Danger: 0.1, Upper Warning: 0.12, Upper Danger: 0.13",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,26.6,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
